종목,월,방향,손절선(%),시기,신호,합계(%),평균(%),승률(%),손익비,손익분기 승률(%),손익분기 대비(%p),이길 때(%),질 때(%),질 때 표본,최고(%),최악(%),보유 중 최악(%),표준편차(%),갭손절,장중손절,평균 보유일,판정가능,시기 시작일,시기 종료일,1차 판정
KODEX 200,2,아래,-10.0,뒤 절반,12,10.83,0.9,58.33,1.424,41.26,17.07,3.11,-2.18,5,9.49,-10.0,-10.0,4.42,0,1,5.75,예,2015-02-17,2026-02-20,판정 안 함
KODEX 200,2,아래,-10.0,최근 10년,10,11.5,1.15,70.0,0.91,52.35,17.65,3.11,-3.41,3,9.49,-10.0,-10.0,4.84,0,1,5.8,예,2017-02-20,2026-02-20,판정 안 함
KODEX 200,2,아래,-10.0,최근 5년,5,-1.75,-0.35,80.0,0.206,82.9,-2.9,2.06,-10.0,1,4.22,-10.0,-10.0,5.59,0,1,5.8,아니오,2022-02-18,2026-02-20,판정 안 함
KODEX 200,2,아래,무손절,전체,24,14.35,0.6,54.17,1.489,40.17,14.0,2.56,-1.72,11,9.49,-9.06,-10.92,3.35,0,0,5.88,예,2003-02-20,2026-02-20,제외
KODEX 200,2,아래,무손절,앞 절반,12,2.58,0.21,50.0,1.289,43.68,6.32,1.91,-1.48,6,5.1,-2.75,-3.66,2.32,0,0,5.92,예,2003-02-20,2014-02-20,판정 안 함
KODEX 200,2,아래,무손절,뒤 절반,12,11.77,0.98,58.33,1.558,39.09,19.24,3.11,-1.99,5,9.49,-9.06,-10.92,4.21,0,0,5.83,예,2015-02-17,2026-02-20,판정 안 함
KODEX 200,2,아래,무손절,최근 10년,10,12.44,1.24,70.0,1.002,49.95,20.05,3.11,-3.1,3,9.49,-9.06,-10.92,4.6,0,0,5.9,예,2017-02-20,2026-02-20,판정 안 함
KODEX 200,2,아래,무손절,최근 5년,5,-0.81,-0.16,80.0,0.228,81.46,-1.46,2.06,-9.06,1,4.22,-9.06,-10.92,5.19,0,0,6.0,아니오,2022-02-18,2026-02-20,판정 안 함
KODEX 200,2,위,-3.0,전체,24,-8.57,-0.36,45.83,0.813,55.16,-9.33,1.72,-2.11,13,9.06,-3.39,-3.39,2.77,3,5,5.42,예,2003-02-20,2026-02-20,제외
KODEX 200,2,위,-3.0,앞 절반,12,-1.84,-0.15,50.0,0.829,54.67,-4.67,1.48,-1.79,6,2.75,-3.39,-3.39,2.12,2,1,5.75,예,2003-02-20,2014-02-20,판정 안 함
KODEX 200,2,위,-3.0,뒤 절반,12,-6.73,-0.56,41.67,0.836,54.47,-12.8,1.99,-2.39,7,9.06,-3.1,-3.1,3.39,1,4,5.08,예,2015-02-17,2026-02-20,판정 안 함
KODEX 200,2,위,-3.0,최근 10년,10,-7.4,-0.74,30.0,1.299,43.49,-13.49,3.1,-2.39,7,9.06,-3.1,-3.1,3.72,1,4,5.0,예,2017-02-20,2026-02-20,판정 안 함
KODEX 200,2,위,-3.0,최근 5년,5,-0.05,-0.01,20.0,3.978,20.09,-0.09,9.06,-2.28,4,9.06,-3.0,-3.0,5.22,0,3,5.4,아니오,2022-02-18,2026-02-20,판정 안 함
KODEX 200,2,위,-4.0,전체,24,-9.58,-0.4,45.83,0.784,56.06,-10.23,1.72,-2.19,13,9.06,-4.0,-4.0,2.86,0,4,5.67,예,2003-02-20,2026-02-20,제외
KODEX 200,2,위,-4.0,앞 절반,12,-3.52,-0.29,50.0,0.717,58.25,-8.25,1.48,-2.07,6,2.75,-4.0,-4.0,2.35,0,2,5.83,예,2003-02-20,2014-02-20,판정 안 함
KODEX 200,2,위,-4.0,뒤 절반,12,-6.06,-0.51,41.67,0.871,53.46,-11.79,1.99,-2.29,7,9.06,-4.0,-4.0,3.41,0,2,5.5,예,2015-02-17,2026-02-20,판정 안 함
KODEX 200,2,위,-4.0,최근 10년,10,-6.73,-0.67,30.0,1.354,42.49,-12.49,3.1,-2.29,7,9.06,-4.0,-4.0,3.74,0,2,5.5,예,2017-02-20,2026-02-20,판정 안 함
KODEX 200,2,위,-4.0,최근 5년,5,1.04,0.21,20.0,4.516,18.13,1.87,9.06,-2.01,4,9.06,-4.0,-4.0,5.14,0,1,6.0,아니오,2022-02-18,2026-02-20,판정 안 함
KODEX 200,2,위,-5.0,전체,24,-9.76,-0.41,45.83,0.779,56.21,-10.38,1.72,-2.2,13,9.06,-5.0,-5.0,2.92,0,2,5.71,예,2003-02-20,2026-02-20,제외
KODEX 200,2,위,-5.0,앞 절반,12,-2.47,-0.21,50.0,0.783,56.1,-6.1,1.48,-1.9,6,2.75,-5.0,-5.0,2.3,0,1,5.92,예,2003-02-20,2014-02-20,판정 안 함
KODEX 200,2,위,-5.0,뒤 절반,12,-7.28,-0.61,41.67,0.809,55.29,-13.62,1.99,-2.46,7,9.06,-5.0,-5.0,3.53,0,1,5.5,예,2015-02-17,2026-02-20,판정 안 함
KODEX 200,2,위,-5.0,최근 10년,10,-7.95,-0.8,30.0,1.258,44.3,-14.3,3.1,-2.46,7,9.06,-5.0,-5.0,3.87,0,1,5.5,예,2017-02-20,2026-02-20,판정 안 함
KODEX 200,2,위,-5.0,최근 5년,5,0.81,0.16,20.0,4.393,18.54,1.46,9.06,-2.06,4,9.06,-4.22,-4.58,5.19,0,0,6.0,아니오,2022-02-18,2026-02-20,판정 안 함
KODEX 200,2,위,-6.0,전체,24,-10.86,-0.45,45.83,0.75,57.14,-11.31,1.72,-2.29,13,9.06,-6.0,-6.0,3.0,0,1,5.79,예,2003-02-20,2026-02-20,제외
KODEX 200,2,위,-6.0,앞 절반,12,-2.58,-0.21,50.0,0.776,56.32,-6.32,1.48,-1.91,6,2.75,-5.1,-5.48,2.32,0,0,5.92,예,2003-02-20,2014-02-20,판정 안 함
KODEX 200,2,위,-6.0,뒤 절반,12,-8.28,-0.69,41.67,0.764,56.67,-15.0,1.99,-2.61,7,9.06,-6.0,-6.0,3.65,0,1,5.67,예,2015-02-17,2026-02-20,판정 안 함
KODEX 200,2,위,-6.0,최근 10년,10,-8.95,-0.9,30.0,1.189,45.69,-15.69,3.1,-2.61,7,9.06,-6.0,-6.0,4.0,0,1,5.7,예,2017-02-20,2026-02-20,판정 안 함
KODEX 200,2,위,-6.0,최근 5년,5,0.81,0.16,20.0,4.393,18.54,1.46,9.06,-2.06,4,9.06,-4.22,-4.58,5.19,0,0,6.0,아니오,2022-02-18,2026-02-20,판정 안 함
KODEX 200,2,위,-7.0,전체,24,-12.7,-0.53,45.83,0.706,58.6,-12.77,1.72,-2.43,13,9.06,-7.84,-7.84,3.17,1,0,5.88,예,2003-02-20,2026-02-20,제외
KODEX 200,2,위,-7.0,앞 절반,12,-2.58,-0.21,50.0,0.776,56.32,-6.32,1.48,-1.91,6,2.75,-5.1,-5.48,2.32,0,0,5.92,예,2003-02-20,2014-02-20,판정 안 함
KODEX 200,2,위,-7.0,뒤 절반,12,-10.12,-0.84,41.67,0.694,59.01,-17.34,1.99,-2.87,7,9.06,-7.84,-7.84,3.92,1,0,5.83,예,2015-02-17,2026-02-20,판정 안 함
KODEX 200,2,위,-7.0,최근 10년,10,-10.79,-1.08,30.0,1.08,48.08,-18.08,3.1,-2.87,7,9.06,-7.84,-7.84,4.3,1,0,5.9,예,2017-02-20,2026-02-20,판정 안 함
KODEX 200,2,위,-7.0,최근 5년,5,0.81,0.16,20.0,4.393,18.54,1.46,9.06,-2.06,4,9.06,-4.22,-4.58,5.19,0,0,6.0,아니오,2022-02-18,2026-02-20,판정 안 함
KODEX 200,2,위,-8.0,전체,24,-12.86,-0.54,45.83,0.703,58.73,-12.9,1.72,-2.44,13,9.06,-8.0,-8.0,3.18,0,1,5.88,예,2003-02-20,2026-02-20,제외
KODEX 200,2,위,-8.0,앞 절반,12,-2.58,-0.21,50.0,0.776,56.32,-6.32,1.48,-1.91,6,2.75,-5.1,-5.48,2.32,0,0,5.92,예,2003-02-20,2014-02-20,판정 안 함
KODEX 200,2,위,-8.0,뒤 절반,12,-10.28,-0.86,41.67,0.689,59.21,-17.54,1.99,-2.89,7,9.06,-8.0,-8.0,3.95,0,1,5.83,예,2015-02-17,2026-02-20,판정 안 함
KODEX 200,2,위,-8.0,최근 10년,10,-10.95,-1.1,30.0,1.071,48.28,-18.28,3.1,-2.89,7,9.06,-8.0,-8.0,4.32,0,1,5.9,예,2017-02-20,2026-02-20,판정 안 함
KODEX 200,2,위,-8.0,최근 5년,5,0.81,0.16,20.0,4.393,18.54,1.46,9.06,-2.06,4,9.06,-4.22,-4.58,5.19,0,0,6.0,아니오,2022-02-18,2026-02-20,판정 안 함
KODEX 200,2,위,-9.0,전체,24,-13.86,-0.58,45.83,0.681,59.48,-13.65,1.72,-2.52,13,9.06,-9.0,-9.0,3.29,0,1,5.88,예,2003-02-20,2026-02-20,제외
KODEX 200,2,위,-9.0,앞 절반,12,-2.58,-0.21,50.0,0.776,56.32,-6.32,1.48,-1.91,6,2.75,-5.1,-5.48,2.32,0,0,5.92,예,2003-02-20,2014-02-20,판정 안 함
KODEX 200,2,위,-9.0,뒤 절반,12,-11.28,-0.94,41.67,0.657,60.37,-18.7,1.99,-3.04,7,9.06,-9.0,-9.0,4.12,0,1,5.83,예,2015-02-17,2026-02-20,판정 안 함
KODEX 200,2,위,-9.0,최근 10년,10,-11.95,-1.2,30.0,1.021,49.48,-19.48,3.1,-3.04,7,9.06,-9.0,-9.0,4.51,0,1,5.9,예,2017-02-20,2026-02-20,판정 안 함
KODEX 200,2,위,-9.0,최근 5년,5,0.81,0.16,20.0,4.393,18.54,1.46,9.06,-2.06,4,9.06,-4.22,-4.58,5.19,0,0,6.0,아니오,2022-02-18,2026-02-20,판정 안 함
KODEX 200,2,위,-10.0,전체,24,-14.35,-0.6,45.83,0.671,59.83,-14.0,1.72,-2.56,13,9.06,-9.49,-9.67,3.35,0,0,5.88,예,2003-02-20,2026-02-20,제외
KODEX 200,2,위,-10.0,앞 절반,12,-2.58,-0.21,50.0,0.776,56.32,-6.32,1.48,-1.91,6,2.75,-5.1,-5.48,2.32,0,0,5.92,예,2003-02-20,2014-02-20,판정 안 함
KODEX 200,2,위,-10.0,뒤 절반,12,-11.77,-0.98,41.67,0.642,60.91,-19.24,1.99,-3.11,7,9.06,-9.49,-9.67,4.21,0,0,5.83,예,2015-02-17,2026-02-20,판정 안 함
KODEX 200,2,위,-10.0,최근 10년,10,-12.44,-1.24,30.0,0.998,50.05,-20.05,3.1,-3.11,7,9.06,-9.49,-9.67,4.6,0,0,5.9,예,2017-02-20,2026-02-20,판정 안 함
KODEX 200,2,위,-10.0,최근 5년,5,0.81,0.16,20.0,4.393,18.54,1.46,9.06,-2.06,4,9.06,-4.22,-4.58,5.19,0,0,6.0,아니오,2022-02-18,2026-02-20,판정 안 함
KODEX 200,2,위,무손절,전체,24,-14.35,-0.6,45.83,0.671,59.83,-14.0,1.72,-2.56,13,9.06,-9.49,-9.67,3.35,0,0,5.88,예,2003-02-20,2026-02-20,제외
KODEX 200,2,위,무손절,앞 절반,12,-2.58,-0.21,50.0,0.776,56.32,-6.32,1.48,-1.91,6,2.75,-5.1,-5.48,2.32,0,0,5.92,예,2003-02-20,2014-02-20,판정 안 함
KODEX 200,2,위,무손절,뒤 절반,12,-11.77,-0.98,41.67,0.642,60.91,-19.24,1.99,-3.11,7,9.06,-9.49,-9.67,4.21,0,0,5.83,예,2015-02-17,2026-02-20,판정 안 함
KODEX 200,2,위,무손절,최근 10년,10,-12.44,-1.24,30.0,0.998,50.05,-20.05,3.1,-3.11,7,9.06,-9.49,-9.67,4.6,0,0,5.9,예,2017-02-20,2026-02-20,판정 안 함
KODEX 200,2,위,무손절,최근 5년,5,0.81,0.16,20.0,4.393,18.54,1.46,9.06,-2.06,4,9.06,-4.22,-4.58,5.19,0,0,6.0,아니오,2022-02-18,2026-02-20,판정 안 함
KODEX 200,3,아래,-3.0,전체,24,-5.38,-0.22,37.5,1.409,41.51,-4.01,3.27,-2.32,15,12.96,-5.94,-5.94,3.89,4,3,6.79,예,2003-03-20,2026-03-20,제외
KODEX 200,3,아래,-3.0,앞 절반,12,-12.16,-1.01,33.33,0.792,55.82,-22.49,1.99,-2.52,8,5.52,-4.51,-4.51,2.74,3,1,6.58,예,2003-03-20,2014-03-20,판정 안 함
KODEX 200,3,아래,-3.0,뒤 절반,12,6.78,0.57,41.67,2.046,32.83,8.84,4.3,-2.1,7,12.96,-5.94,-5.94,4.77,1,2,7.0,예,2015-03-20,2026-03-20,판정 안 함
KODEX 200,3,아래,-3.0,최근 10년,10,6.7,0.67,40.0,2.21,31.15,8.85,5.21,-2.36,6,12.96,-5.94,-5.94,5.26,1,2,6.8,예,2017-03-20,2026-03-20,판정 안 함
KODEX 200,3,아래,-3.0,최근 5년,5,10.9,2.18,40.0,3.793,20.87,19.13,9.02,-2.38,3,12.96,-3.0,-3.0,6.88,0,2,6.6,아니오,2022-03-18,2026-03-20,판정 안 함
KODEX 200,3,아래,-4.0,전체,24,-9.43,-0.39,37.5,1.263,44.2,-6.7,3.27,-2.59,15,12.96,-5.94,-5.94,4.03,2,4,7.21,예,2003-03-20,2026-03-20,제외
KODEX 200,3,아래,-4.0,앞 절반,12,-14.21,-1.18,33.33,0.718,58.19,-24.86,1.99,-2.77,8,5.52,-4.51,-4.51,2.9,1,2,7.17,예,2003-03-20,2014-03-20,판정 안 함
KODEX 200,3,아래,-4.0,뒤 절반,12,4.78,0.4,41.67,1.801,35.7,5.97,4.3,-2.39,7,12.96,-5.94,-5.94,4.92,1,2,7.25,예,2015-03-20,2026-03-20,판정 안 함
KODEX 200,3,아래,-4.0,최근 10년,10,4.7,0.47,40.0,1.936,34.06,5.94,5.21,-2.69,6,12.96,-5.94,-5.94,5.43,1,2,7.1,예,2017-03-20,2026-03-20,판정 안 함
KODEX 200,3,아래,-4.0,최근 5년,5,8.9,1.78,40.0,2.962,25.24,14.76,9.02,-3.04,3,12.96,-4.0,-4.0,7.26,0,2,7.2,아니오,2022-03-18,2026-03-20,판정 안 함
KODEX 200,3,아래,-5.0,전체,24,-11.55,-0.48,37.5,1.197,45.51,-8.01,3.27,-2.73,15,12.96,-5.94,-5.94,4.13,1,3,7.46,예,2003-03-20,2026-03-20,제외
KODEX 200,3,아래,-5.0,앞 절반,12,-16.71,-1.39,33.33,0.646,60.76,-27.43,1.99,-3.08,8,5.52,-5.0,-5.0,3.14,0,3,7.42,예,2003-03-20,2014-03-20,판정 안 함
KODEX 200,3,아래,-5.0,뒤 절반,12,5.16,0.43,41.67,1.842,35.18,6.49,4.3,-2.33,7,12.96,-5.94,-5.94,4.89,1,0,7.5,예,2015-03-20,2026-03-20,판정 안 함
KODEX 200,3,아래,-5.0,최근 10년,10,5.07,0.51,40.0,1.983,33.53,6.47,5.21,-2.63,6,12.96,-5.94,-5.94,5.4,1,0,7.4,예,2017-03-20,2026-03-20,판정 안 함
KODEX 200,3,아래,-5.0,최근 5년,5,9.28,1.86,40.0,3.089,24.45,15.55,9.02,-2.92,3,12.96,-4.27,-4.48,7.2,0,0,7.8,아니오,2022-03-18,2026-03-20,판정 안 함
KODEX 200,3,아래,-6.0,전체,24,-14.14,-0.59,37.5,1.126,47.03,-9.53,3.27,-2.91,15,12.96,-6.0,-6.0,4.26,0,3,7.5,예,2003-03-20,2026-03-20,제외
KODEX 200,3,아래,-6.0,앞 절반,12,-19.24,-1.6,33.33,0.586,63.07,-29.74,1.99,-3.4,8,5.52,-6.0,-6.0,3.42,0,2,7.5,예,2003-03-20,2014-03-20,판정 안 함
KODEX 200,3,아래,-6.0,뒤 절반,12,5.1,0.43,41.67,1.836,35.26,6.41,4.3,-2.34,7,12.96,-6.0,-6.0,4.9,0,1,7.5,예,2015-03-20,2026-03-20,판정 안 함
KODEX 200,3,아래,-6.0,최근 10년,10,5.01,0.5,40.0,1.975,33.61,6.39,5.21,-2.64,6,12.96,-6.0,-6.0,5.41,0,1,7.4,예,2017-03-20,2026-03-20,판정 안 함
KODEX 200,3,아래,-6.0,최근 5년,5,9.28,1.86,40.0,3.089,24.45,15.55,9.02,-2.92,3,12.96,-4.27,-4.48,7.2,0,0,7.8,아니오,2022-03-18,2026-03-20,판정 안 함
KODEX 200,3,아래,-7.0,전체,24,-16.35,-0.68,37.5,1.072,48.27,-10.77,3.27,-3.05,15,12.96,-7.0,-7.0,4.39,0,2,7.58,예,2003-03-20,2026-03-20,제외
KODEX 200,3,아래,-7.0,앞 절반,12,-20.46,-1.7,33.33,0.561,64.08,-30.75,1.99,-3.55,8,5.52,-7.0,-7.0,3.57,0,1,7.67,예,2003-03-20,2014-03-20,판정 안 함
KODEX 200,3,아래,-7.0,뒤 절반,12,4.1,0.34,41.67,1.73,36.63,5.04,4.3,-2.48,7,12.96,-7.0,-7.0,5.03,0,1,7.5,예,2015-03-20,2026-03-20,판정 안 함
KODEX 200,3,아래,-7.0,최근 10년,10,4.01,0.4,40.0,1.858,34.99,5.01,5.21,-2.8,6,12.96,-7.0,-7.0,5.55,0,1,7.4,예,2017-03-20,2026-03-20,판정 안 함
KODEX 200,3,아래,-7.0,최근 5년,5,9.28,1.86,40.0,3.089,24.45,15.55,9.02,-2.92,3,12.96,-4.27,-4.48,7.2,0,0,7.8,아니오,2022-03-18,2026-03-20,판정 안 함
KODEX 200,3,아래,-8.0,전체,24,-13.38,-0.56,37.5,1.146,46.6,-9.1,3.27,-2.86,15,12.96,-8.0,-8.0,4.28,0,1,7.67,예,2003-03-20,2026-03-20,제외
KODEX 200,3,아래,-8.0,앞 절반,12,-16.48,-1.37,33.33,0.652,60.54,-27.21,1.99,-3.06,8,5.52,-6.21,-7.21,3.2,0,0,7.83,예,2003-03-20,2014-03-20,판정 안 함
KODEX 200,3,아래,-8.0,뒤 절반,12,3.1,0.26,41.67,1.636,37.93,3.74,4.3,-2.63,7,12.96,-8.0,-8.0,5.16,0,1,7.5,예,2015-03-20,2026-03-20,판정 안 함
KODEX 200,3,아래,-8.0,최근 10년,10,3.01,0.3,40.0,1.754,36.32,3.68,5.21,-2.97,6,12.96,-8.0,-8.0,5.7,0,1,7.4,예,2017-03-20,2026-03-20,판정 안 함
KODEX 200,3,아래,-8.0,최근 5년,5,9.28,1.86,40.0,3.089,24.45,15.55,9.02,-2.92,3,12.96,-4.27,-4.48,7.2,0,0,7.8,아니오,2022-03-18,2026-03-20,판정 안 함
KODEX 200,3,아래,-9.0,전체,24,-14.38,-0.6,37.5,1.12,47.17,-9.67,3.27,-2.92,15,12.96,-9.0,-9.0,4.36,0,1,7.67,예,2003-03-20,2026-03-20,제외
KODEX 200,3,아래,-9.0,앞 절반,12,-16.48,-1.37,33.33,0.652,60.54,-27.21,1.99,-3.06,8,5.52,-6.21,-7.21,3.2,0,0,7.83,예,2003-03-20,2014-03-20,판정 안 함
KODEX 200,3,아래,-9.0,뒤 절반,12,2.1,0.18,41.67,1.552,39.19,2.48,4.3,-2.77,7,12.96,-9.0,-9.0,5.32,0,1,7.5,예,2015-03-20,2026-03-20,판정 안 함
KODEX 200,3,아래,-9.0,최근 10년,10,2.01,0.2,40.0,1.66,37.59,2.41,5.21,-3.14,6,12.96,-9.0,-9.0,5.87,0,1,7.4,예,2017-03-20,2026-03-20,판정 안 함
KODEX 200,3,아래,-9.0,최근 5년,5,9.28,1.86,40.0,3.089,24.45,15.55,9.02,-2.92,3,12.96,-4.27,-4.48,7.2,0,0,7.8,아니오,2022-03-18,2026-03-20,판정 안 함
KODEX 200,3,아래,-10.0,전체,24,-15.38,-0.64,37.5,1.095,47.73,-10.23,3.27,-2.99,15,12.96,-10.0,-10.0,4.45,0,1,7.71,예,2003-03-20,2026-03-20,제외
KODEX 200,3,아래,-10.0,앞 절반,12,-16.48,-1.37,33.33,0.652,60.54,-27.21,1.99,-3.06,8,5.52,-6.21,-7.21,3.2,0,0,7.83,예,2003-03-20,2014-03-20,판정 안 함
KODEX 200,3,아래,-10.0,뒤 절반,12,1.1,0.09,41.67,1.476,40.39,1.28,4.3,-2.91,7,12.96,-10.0,-10.0,5.48,0,1,7.58,예,2015-03-20,2026-03-20,판정 안 함
KODEX 200,3,아래,-10.0,최근 10년,10,1.01,0.1,40.0,1.577,38.81,1.19,5.21,-3.3,6,12.96,-10.0,-10.0,6.05,0,1,7.5,예,2017-03-20,2026-03-20,판정 안 함
KODEX 200,3,아래,-10.0,최근 5년,5,9.28,1.86,40.0,3.089,24.45,15.55,9.02,-2.92,3,12.96,-4.27,-4.48,7.2,0,0,7.8,아니오,2022-03-18,2026-03-20,판정 안 함
KODEX 200,3,아래,무손절,전체,24,-15.89,-0.66,37.5,1.083,48.01,-10.51,3.27,-3.02,15,12.96,-10.51,-11.72,4.5,0,0,7.83,예,2003-03-20,2026-03-20,제외
KODEX 200,3,아래,무손절,앞 절반,12,-16.48,-1.37,33.33,0.652,60.54,-27.21,1.99,-3.06,8,5.52,-6.21,-7.21,3.2,0,0,7.83,예,2003-03-20,2014-03-20,판정 안 함
KODEX 200,3,아래,무손절,뒤 절반,12,0.59,0.05,41.67,1.44,40.99,0.68,4.3,-2.99,7,12.96,-10.51,-11.72,5.56,0,0,7.83,예,2015-03-20,2026-03-20,판정 안 함
KODEX 200,3,아래,무손절,최근 10년,10,0.51,0.05,40.0,1.537,39.41,0.59,5.21,-3.39,6,12.96,-10.51,-11.72,6.15,0,0,7.8,예,2017-03-20,2026-03-20,판정 안 함
KODEX 200,3,아래,무손절,최근 5년,5,9.28,1.86,40.0,3.089,24.45,15.55,9.02,-2.92,3,12.96,-4.27,-4.48,7.2,0,0,7.8,아니오,2022-03-18,2026-03-20,판정 안 함
KODEX 200,3,위,-3.0,전체,24,1.95,0.08,54.17,0.899,52.67,1.5,2.56,-2.85,11,6.21,-7.18,-7.18,3.35,4,3,6.46,예,2003-03-20,2026-03-20,제외
KODEX 200,3,위,-3.0,앞 절반,12,11.45,0.95,58.33,1.426,41.22,17.11,3.28,-2.3,5,6.21,-3.39,-3.39,3.32,1,2,6.5,예,2003-03-20,2014-03-20,판정 안 함
KODEX 200,3,위,-3.0,뒤 절반,12,-9.5,-0.79,50.0,0.522,65.69,-15.69,1.73,-3.32,6,4.27,-7.18,-7.18,3.29,3,1,6.42,예,2015-03-20,2026-03-20,판정 안 함
KODEX 200,3,위,-3.0,최근 10년,10,-9.42,-0.94,50.0,0.511,66.2,-16.2,1.97,-3.85,5,4.27,-7.18,-7.18,3.61,3,1,6.1,예,2017-03-20,2026-03-20,판정 안 함
KODEX 200,3,위,-3.0,최근 5년,5,0.64,0.13,60.0,0.72,58.15,1.85,2.92,-4.06,2,4.27,-4.08,-4.08,3.99,2,0,6.6,아니오,2022-03-18,2026-03-20,판정 안 함
KODEX 200,3,위,-4.0,전체,24,9.64,0.4,58.33,0.988,50.31,8.02,2.49,-2.52,10,6.21,-7.18,-7.18,3.22,3,1,7.29,예,2003-03-20,2026-03-20,제외
KODEX 200,3,위,-4.0,앞 절반,12,18.0,1.5,66.67,1.896,34.54,32.13,3.06,-1.61,4,6.21,-4.0,-4.0,2.92,0,1,7.75,예,2003-03-20,2014-03-20,판정 안 함
KODEX 200,3,위,-4.0,뒤 절반,12,-8.36,-0.7,50.0,0.554,64.35,-14.35,1.73,-3.13,6,4.27,-7.18,-7.18,3.24,3,0,6.83,예,2015-03-20,2026-03-20,판정 안 함
KODEX 200,3,위,-4.0,최근 10년,10,-8.27,-0.83,50.0,0.543,64.81,-14.81,1.97,-3.62,5,4.27,-7.18,-7.18,3.55,3,0,6.6,예,2017-03-20,2026-03-20,판정 안 함
KODEX 200,3,위,-4.0,최근 5년,5,0.64,0.13,60.0,0.72,58.15,1.85,2.92,-4.06,2,4.27,-4.08,-4.08,3.99,2,0,6.6,아니오,2022-03-18,2026-03-20,판정 안 함
KODEX 200,3,위,-5.0,전체,24,6.75,0.28,58.33,0.886,53.02,5.31,2.49,-2.81,10,6.21,-7.18,-7.18,3.4,1,3,7.33,예,2003-03-20,2026-03-20,제외
KODEX 200,3,위,-5.0,앞 절반,12,17.0,1.42,66.67,1.641,37.86,28.81,3.06,-1.86,4,6.21,-5.0,-5.0,3.1,0,1,7.83,예,2003-03-20,2014-03-20,판정 안 함
KODEX 200,3,위,-5.0,뒤 절반,12,-10.25,-0.85,50.0,0.503,66.52,-16.52,1.73,-3.44,6,4.27,-7.18,-7.18,3.43,1,2,6.83,예,2015-03-20,2026-03-20,판정 안 함
KODEX 200,3,위,-5.0,최근 10년,10,-10.16,-1.02,50.0,0.492,67.04,-17.04,1.97,-4.0,5,4.27,-7.18,-7.18,3.76,1,2,6.6,예,2017-03-20,2026-03-20,판정 안 함
KODEX 200,3,위,-5.0,최근 5년,5,-1.24,-0.25,60.0,0.584,63.14,-3.14,2.92,-5.0,2,4.27,-5.0,-5.0,4.49,0,2,6.6,아니오,2022-03-18,2026-03-20,판정 안 함
KODEX 200,3,위,-6.0,전체,24,5.16,0.21,58.33,0.838,54.39,3.94,2.49,-2.97,10,6.21,-7.18,-7.18,3.51,1,1,7.33,예,2003-03-20,2026-03-20,제외
KODEX 200,3,위,-6.0,앞 절반,12,16.48,1.37,66.67,1.534,39.46,27.21,3.06,-1.99,4,6.21,-5.52,-5.52,3.2,0,0,7.83,예,2003-03-20,2014-03-20,판정 안 함
KODEX 200,3,위,-6.0,뒤 절반,12,-11.32,-0.94,50.0,0.479,67.64,-17.64,1.73,-3.62,6,4.27,-7.18,-7.18,3.56,1,1,6.83,예,2015-03-20,2026-03-20,판정 안 함
KODEX 200,3,위,-6.0,최근 10년,10,-11.24,-1.12,50.0,0.467,68.19,-18.19,1.97,-4.21,5,4.27,-7.18,-7.18,3.89,1,1,6.6,예,2017-03-20,2026-03-20,판정 안 함
KODEX 200,3,위,-6.0,최근 5년,5,-2.32,-0.46,60.0,0.527,65.48,-5.48,2.92,-5.54,2,4.27,-6.0,-6.0,4.78,0,1,6.6,아니오,2022-03-18,2026-03-20,판정 안 함
KODEX 200,3,위,-7.0,전체,24,2.19,0.09,58.33,0.762,56.75,1.58,2.49,-3.27,10,6.21,-8.97,-8.97,3.78,2,0,7.5,예,2003-03-20,2026-03-20,제외
KODEX 200,3,위,-7.0,앞 절반,12,16.48,1.37,66.67,1.534,39.46,27.21,3.06,-1.99,4,6.21,-5.52,-5.52,3.2,0,0,7.83,예,2003-03-20,2014-03-20,판정 안 함
KODEX 200,3,위,-7.0,뒤 절반,12,-14.29,-1.19,50.0,0.421,70.38,-20.38,1.73,-4.11,6,4.27,-8.97,-8.97,4.02,2,0,7.17,예,2015-03-20,2026-03-20,판정 안 함
KODEX 200,3,위,-7.0,최근 10년,10,-14.21,-1.42,50.0,0.409,70.98,-20.98,1.97,-4.81,5,4.27,-8.97,-8.97,4.39,2,0,7.0,예,2017-03-20,2026-03-20,판정 안 함
KODEX 200,3,위,-7.0,최근 5년,5,-5.29,-1.06,60.0,0.416,70.64,-10.64,2.92,-7.02,2,4.27,-8.97,-8.97,5.73,1,0,7.4,아니오,2022-03-18,2026-03-20,판정 안 함
KODEX 200,3,위,-8.0,전체,24,19.87,0.83,62.5,1.068,48.35,14.15,3.02,-2.83,9,10.51,-8.97,-8.97,4.02,1,0,7.75,예,2003-03-20,2026-03-20,제외
KODEX 200,3,위,-8.0,앞 절반,12,16.48,1.37,66.67,1.534,39.46,27.21,3.06,-1.99,4,6.21,-5.52,-5.52,3.2,0,0,7.83,예,2003-03-20,2014-03-20,판정 안 함
KODEX 200,3,위,-8.0,뒤 절반,12,3.39,0.28,58.33,0.853,53.97,4.36,2.99,-3.5,5,10.51,-8.97,-8.97,4.79,1,0,7.67,예,2015-03-20,2026-03-20,판정 안 함
